"id","year","month","casenumber","disease","item","datestart","dateend","districtcode","unit","value","annotation","sourceId"
"198","2020","1","TKH-2019-000232","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-07-01",NULL,"706","number","0",,"36"
"199","2020","2","TKH-2019-000232","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-07-01",NULL,"706","number","0",,"37"
"200","2020","3","TKH-2019-000232","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-07-01",NULL,"706","number","0",,"38"
"201","2015","7","TKH-2015-000748","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-05-05",NULL,"621","number","9",,"3"
"202","2015","8","TKH-2015-000748","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-05-05",NULL,"621","number","9",,"4"
"203","2015","9","TKH-2015-000748","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-05-05",NULL,"621","number","9",,"5"
"204","2015","10","TKH-2015-000748","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-05-05",NULL,"621","number","9",,"27"
"205","2015","9","TKH-2015-000773","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-05-27","2015-10-06","408","number","1",,"5"
"206","2015","10","TKH-2015-000773","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-05-27","2015-10-06","408","number","1",,"27"
"207","2015","8","TKH-2015-000773","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-05-27",NULL,"408","number","0",,"4"
"208","2016","9","TKH-2016-000142","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-05-02","2016-09-27","504","number","0",,"1"
"209","2016","9","TKH-2016-000154","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-05-11","2016-09-27","504","number","0",,"1"
"210","2016","9","TKH-2016-000180","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-05-23","2016-10-05","504","number","0",,"1"
"211","2016","10","TKH-2016-000180","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-05-23","2016-10-05","504","number","0",,"29"
"212","2016","6","TKH-2016-000200","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-06-02",NULL,"621","number","7",,"57"
"213","2016","7","TKH-2016-000200","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-06-02",NULL,"621","number","7",,"58"
"214","2016","8","TKH-2016-000200","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-06-02","2016-08-23","621","number","7",,"59"
"215","2017","6","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"23"
"216","2017","7","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"6"
"217","2017","8","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"7"
"218","2017","9","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"24"
"219","2017","10","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"9"
"220","2017","11","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"10"
"221","2017","12","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"11"
"222","2018","1","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"12"
"223","2018","2","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"13"
"224","2018","3","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"14"
"225","2018","4","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"15"
"226","2018","5","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"25"
"227","2018","6","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05",NULL,"620","number","2",,"47"
"228","2018","7","TKH-2016-000276","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-07-05","2018-07-30","620","number","2",,"60"
"229","2017","6","TKH-2017-000155","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-04-03","2017-06-21","606","number","6",,"23"
"230","2017","8","TKH-2017-000239","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-05-09","2017-08-21","606","number","3",,"7"
"231","2017","8","TKH-2017-000240","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-05-05","2017-08-21","606","number","12",,"7"
"232","2017","10","TKH-2017-000295","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-06","2017-10-19","309","number","0",,"9"
"233","2018","5","TKH-2017-000355","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-07-26","2018-06-08","325","number","1",,"25"
"234","2018","6","TKH-2017-000355","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-07-26","2018-06-08","325","number","1",,"47"
"235","2018","8","TKH-2018-000240","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2018-07-11",NULL,"621","number","2",,"39"
"236","2018","9","TKH-2018-000240","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2018-07-11",NULL,"621","number","2",,"8"
"237","2018","9","TKH-2018-000240","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2018-07-11",NULL,"621","number","2",,"8"
"238","2018","7","TKH-2018-000272","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2018-07-31",NULL,"621","number","14",,"60"
"239","2018","8","TKH-2018-000272","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2018-07-31",NULL,"621","number","14",,"39"
"240","2018","9","TKH-2018-000272","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2018-07-31",NULL,"621","number","14",,"8"
"241","2018","9","TKH-2018-000272","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2018-07-31",NULL,"621","number","14",,"8"
"242","2019","4","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"44"
"243","2019","5","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"28"
"244","2019","6","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"31"
"245","2019","7","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"32"
"246","2019","8","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"33"
"247","2019","9","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"2"
"248","2019","10","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"34"
"249","2019","11","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"35"
"250","2020","1","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"36"
"251","2020","2","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"37"
"252","2020","3","TKH-2019-000073","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-18",NULL,"614","number","26",,"38"
"253","2019","4","TKH-2019-000082","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-23",NULL,"306","number","0",,"44"
"254","2019","5","TKH-2019-000082","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-04-23",NULL,"306","number","0",,"28"
"255","2019","9","TKH-2019-000230","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-07-01","2019-09-30","706","number","0",,"2"
"256","2019","9","TKH-2019-000244","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2019-07-05","2019-09-19","706","number","0",,"2"
"257","2018","4","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"15"
"258","2018","5","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"25"
"259","2018","6","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"47"
"260","2018","7","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"60"
"261","2018","8","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"39"
"262","2018","9","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"8"
"263","2018","9","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"8"
"264","2018","10","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"40"
"265","2018","11","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"41"
"266","2018","12","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"42"
"267","2019","1","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"30"
"268","2019","3","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"43"
"269","2019","4","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"44"
"270","2019","5","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13",NULL,"614","number","8",,"28"
"271","2019","6","TKH-2017-000280","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2017-06-13","2019-06-25","614","number","8",,"31"
"272","2015","10","TKH-2015-000946","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-09-03",NULL,"703","number","12",,"27"
"273","2015","11","TKH-2015-000946","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-09-03",NULL,"703","number","12",,"51"
"274","2015","12","TKH-2015-000946","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-09-03",NULL,"703","number","12",,"52"
"275","2016","1","TKH-2015-000946","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-09-03",NULL,"703","number","12",,"53"
"276","2016","2","TKH-2015-000946","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-09-03",NULL,"703","number","12",,"54"
"277","2016","3","TKH-2015-000946","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-09-03",NULL,"703","number","12",,"55"
"278","2016","4","TKH-2015-000946","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2015-09-03","2016-04-27","703","number","12",,"56"
"279","2016","9","TKH-2016-000251","American foulbrood of honey bees","Susceptible livestock at start of outbreak","2016-06-11","2016-09-27","504","number","8",,"1"
